"WBGene00001365	Y105E8A.22.1	ENSG00000133433	GSTT2B"									
"WBGene00001365	Y105E8A.22.1	ENSG00000104381	GDAP1"									
"WBGene00001371	F26H11.5.1	ENSG00000155962	CLIC2"									
"WBGene00001371	F26H11.5.1	ENSG00000159212	CLIC6"									
"WBGene00001371	F26H11.5.1	ENSG00000065621	GSTO2"									
"WBGene00001371	F26H11.5.1	ENSG00000276950	GSTT4"									
"WBGene00001371	F26H11.5.1	ENSG00000148834	GSTO1"									
"WBGene00001371	F26H11.5.1	ENSG00000112782	CLIC5"									
"WBGene00001371	F26H11.5.1	ENSG00000213719	CLIC1"									
"WBGene00001371	F26H11.5.1	ENSG00000169504	CLIC4"									
"WBGene00001371	F26H11.5.1	ENSG00000124194	GDAP1L1"									
"WBGene00001371	F26H11.5.1	ENSG00000169583	CLIC3"									
"WBGene00001371	F26H11.5.1	ENSG00000099984	GSTT2"									
"WBGene00001371	F26H11.5.1	ENSG00000133433	GSTT2B"									
"WBGene00001371	F26H11.5.1	ENSG00000104381	GDAP1"									
"WBGene00001373	H35N03.1.1		"									
"WBGene00001385	F02A9.2.1		"									
"WBGene00001386	F02A9.3.1		"									
"WBGene00001393	Y67H2A.8.1		"									
"WBGene00001394	W02A2.1a.1		"									
"WBGene00001395	W08D2.4a.1	ENSG00000134824	FADS2"									
"WBGene00001395	W08D2.4a.1	ENSG00000149485	FADS1"									
"WBGene00001395	W08D2.4a.1	ENSG00000172782	FADS6"									
"WBGene00001395	W08D2.4a.1	ENSG00000221968	FADS3"									
"WBGene00001396	T13F2.1a.1	ENSG00000134824	FADS2"									
"WBGene00001396	T13F2.1a.1	ENSG00000149485	FADS1"									
"WBGene00001396	T13F2.1a.1	ENSG00000172782	FADS6"									
"WBGene00001396	T13F2.1a.1	ENSG00000221968	FADS3"									
"WBGene00001397	W06D12.3.1	ENSG00000145284	SCD5"									
"WBGene00001397	W06D12.3.1	ENSG00000099194	SCD"									
"WBGene00001398	VZK822L.1a.1	ENSG00000145284	SCD5"									
"WBGene00001398	VZK822L.1a.1	ENSG00000099194	SCD"									
"WBGene00001399	F10D2.9.1	ENSG00000145284	SCD5"									
"WBGene00001399	F10D2.9.1	ENSG00000099194	SCD"									
"WBGene00001401	H12I13.4.1	ENSG00000055917	PUM2"									
"WBGene00001401	H12I13.4.1	ENSG00000134644	PUM1"									
"WBGene00001402	F21H12.5.1	ENSG00000055917	PUM2"									
"WBGene00001402	F21H12.5.1	ENSG00000134644	PUM1"									
"WBGene00001411	F35D6.1a.1	ENSG00000169018	FEM1B"									
"WBGene00001412	T19C3.8.1	ENSG00000163644	PPM1K"									
"WBGene00001413	C01F6.4a.1		"									
"WBGene00001414	F43G9.6a.1	ENSG00000249715	FER1L5"									
"WBGene00001423	T01C3.7.1	ENSG00000188573	FBLL1"									
"WBGene00001423	T01C3.7.1	ENSG00000105202	FBL"									
"WBGene00001423	T01C3.7.2	ENSG00000188573	FBLL1"									
"WBGene00001423	T01C3.7.2	ENSG00000105202	FBL"									
"WBGene00001437	F26A1.2.1		"									
"WBGene00001444	F23B2.5a.1		"									
"WBGene00001446	W07E11.2.1		"									
"WBGene00001448	C03G5.7.1		"									
"WBGene00001448	C03G5.7.2		"									
"WBGene00001452	C36H8.3.1		"									
"WBGene00001454	K02G10.4a.1		"									
"WBGene00001456	F33D4.3.1		"									
"WBGene00001457	Y37D8A.15.1		"									
"WBGene00001461	Y48D7A.2.1		"									
"WBGene00001461	Y48D7A.2.2		"									
"WBGene00001462	M79.4.1		"									
"WBGene00001484	T07D1.4d.1	ENSG00000078328	RBFOX1"									
"WBGene00001484	T07D1.4d.1	ENSG00000100320	RBFOX2"									
"WBGene00001484	T07D1.4d.1	ENSG00000167281	RBFOX3"									
"WBGene00001486	F59G1.7.1	ENSG00000165060	FXN"									
"WBGene00001498	F22B5.9.1	ENSG00000116120	FARSB"									
"WBGene00001499	C26E6.5.1	ENSG00000174013	FBXO45"									
"WBGene00001502	F52D10.3a.1	ENSG00000164924	YWHAZ"									
"WBGene00001502	F52D10.3a.1	ENSG00000134308	YWHAQ"									
"WBGene00001502	F52D10.3a.1	ENSG00000175793	SFN"									
"WBGene00001502	F52D10.3a.1	ENSG00000166913	YWHAB"									
"WBGene00001503	H14A12.2.1	ENSG00000091483	FH"									
"WBGene00001509	ZK1248.14.1	ENSG00000171109	MFN1"									
"WBGene00001509	ZK1248.14.1	ENSG00000116688	MFN2"									
"WBGene00001511	ZK177.6.1		"									
"WBGene00001511	ZK177.6.2		"									
"WBGene00001512	ZC482.1.1		"									
"WBGene00001513	T05H4.14.1	ENSG00000082068	WDR70"									
"WBGene00001516	ZK899.8a.1	ENSG00000105122	RASAL3"									
"WBGene00001516	ZK899.8a.1	ENSG00000136848	DAB2IP"									
"WBGene00001516	ZK899.8a.1	ENSG00000185989	RASA3"									
"WBGene00001516	ZK899.8a.1	ENSG00000197283	SYNGAP1"									
"WBGene00001516	ZK899.8a.1	ENSG00000105808	RASA4"									
"WBGene00001516	ZK899.8a.1	ENSG00000170667	RASA4B"									
"WBGene00001516	ZK899.8a.1	ENSG00000155903	RASA2"									
"WBGene00001516	ZK899.8a.1	ENSG00000111344	RASAL1"									
"WBGene00001516	ZK899.8a.1	ENSG00000075391	RASAL2"									
"WBGene00001519	Y40H4A.1b.1		"									
"WBGene00001520	K09A9.5.1	ENSG00000158864	NDUFS2"									
"WBGene00001527	F37B12.2.1	ENSG00000001084	GCLC"									
"WBGene00001551	T07D1.1b.1		"									
"WBGene00001555	T04D3.4a.1		"									
"WBGene00001564	C05E4.9a.1		"									
"WBGene00001565	C14B9.6a.1	ENSG00000196498	NCOR2"									
"WBGene00001565	C14B9.6a.1	ENSG00000141027	NCOR1"									
"WBGene00001570	F58A4.11.1		"									
"WBGene00001574	W10D5.3c.1		"									
"WBGene00001574	W10D5.3c.2		"									
"WBGene00001574	W10D5.3c.3		"									
"WBGene00001578	R12A1.4.1	ENSG00000172831	CES2"									
"WBGene00001578	R12A1.4.1	ENSG00000159398	CES5A"									
"WBGene00001578	R12A1.4.1	ENSG00000198848	CES1"									
"WBGene00001579	F56A11.1.1	ENSG00000055163	CYFIP2"									
"WBGene00001579	F56A11.1.1	ENSG00000273749	CYFIP1"									
"WBGene00001580	F28D1.10.1	ENSG00000123338	NCKAP1L"									
"WBGene00001580	F28D1.10.1	ENSG00000061676	NCKAP1"									
"WBGene00001591	F11A5.10.1		"									
"WBGene00001592	F25F8.2.1		"									
"WBGene00001595	T23G11.3.1		"									
"WBGene00001596	ZC308.1a.1	ENSG00000107951	MTPAP"									
"WBGene00001596	ZC308.1a.1	ENSG00000134744	TUT4"									
"WBGene00001596	ZC308.1a.1	ENSG00000083223	TUT7"									
"WBGene00001596	ZC308.1a.1	ENSG00000149016	TUT1"									
"WBGene00001596	ZC308.1a.2	ENSG00000107951	MTPAP"									
"WBGene00001596	ZC308.1a.2	ENSG00000134744	TUT4"									
"WBGene00001596	ZC308.1a.2	ENSG00000083223	TUT7"									
"WBGene00001596	ZC308.1a.2	ENSG00000149016	TUT1"									
"WBGene00001597	T07F8.3a.1		"									
"WBGene00001598	T21G5.3.1	ENSG00000152670	DDX4"									
"WBGene00001599	C55B7.1.1	ENSG00000152670	DDX4"									
"WBGene00001600	B0414.6.1	ENSG00000152670	DDX4"									
"WBGene00001601	T12F5.3.1		"									
"WBGene00001603	K03H1.1.1		"									
"WBGene00001609	F02A9.6.1		"									
"WBGene00001612	C06E1.4.1	ENSG00000198785	GRIN3A"									
"WBGene00001612	C06E1.4.1	ENSG00000125675	GRIA3"									
"WBGene00001612	C06E1.4.1	ENSG00000273079	GRIN2B"									
"WBGene00001612	C06E1.4.1	ENSG00000155511	GRIA1"									
"WBGene00001612	C06E1.4.1	ENSG00000116032	GRIN3B"									
"WBGene00001612	C06E1.4.1	ENSG00000164418	GRIK2"									
"WBGene00001612	C06E1.4.1	ENSG00000161509	GRIN2C"									
"WBGene00001612	C06E1.4.1	ENSG00000171189	GRIK1"									
"WBGene00001612	C06E1.4.1	ENSG00000182771	GRID1"									
"WBGene00001612	C06E1.4.1	ENSG00000149403	GRIK4"									
"WBGene00001612	C06E1.4.1	ENSG00000152578	GRIA4"									
"WBGene00001612	C06E1.4.1	ENSG00000163873	GRIK3"									
"WBGene00001612	C06E1.4.1	ENSG00000105737	GRIK5"									
"WBGene00001612	C06E1.4.1	ENSG00000120251	GRIA2"									
"WBGene00001613	B0280.12b.1		"									
"WBGene00001620	C12D12.2a.1		"									
"WBGene00001621	K08F4.4.1		"									
"WBGene00001627	C55B7.2.1	ENSG00000167889	MGAT5B"									
"WBGene00001627	C55B7.2.1	ENSG00000152127	MGAT5"									
"WBGene00001627	C55B7.2.1	ENSG00000169193	CCDC126"									
"WBGene00001628	ZK688.8.1	ENSG00000174473	GALNTL6"									
"WBGene00001628	ZK688.8.1	ENSG00000115339	GALNT3"									
"WBGene00001628	ZK688.8.1	ENSG00000110328	GALNT18"									
"WBGene00001628	ZK688.8.1	ENSG00000136542	GALNT5"									
"WBGene00001628	ZK688.8.1	ENSG00000119514	GALNT12"									
"WBGene00001628	ZK688.8.1	ENSG00000182870	GALNT9"									
"WBGene00001628	ZK688.8.1	ENSG00000106648	GALNTL5"									
"WBGene00001628	ZK688.8.1	ENSG00000100626	GALNT16"									
"WBGene00001628	ZK688.8.1	ENSG00000130035	GALNT8"									
"WBGene00001628	ZK688.8.1	ENSG00000158089	GALNT14"									
"WBGene00001628	ZK688.8.1	ENSG00000144278	GALNT13"									
"WBGene00001628	ZK688.8.1	ENSG00000178234	GALNT11"									
"WBGene00001628	ZK688.8.1	ENSG00000257594	GALNT4"									
"WBGene00001628	ZK688.8.1	ENSG00000109586	GALNT7"									
"WBGene00001628	ZK688.8.1	ENSG00000139629	GALNT6"									
"WBGene00001628	ZK688.8.1	ENSG00000164574	GALNT10"									
"WBGene00001628	ZK688.8.1	ENSG00000185274	GALNT17"									
"WBGene00001628	ZK688.8.1	ENSG00000131386	GALNT15"									
"WBGene00001629	Y116F11B.12a.1	ENSG00000143641	GALNT2"									
"WBGene00001629	Y116F11B.12a.2	ENSG00000143641	GALNT2"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000174473	GALNTL6"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000115339	GALNT3"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000110328	GALNT18"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000136542	GALNT5"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000119514	GALNT12"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000182870	GALNT9"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000106648	GALNTL5"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000100626	GALNT16"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000130035	GALNT8"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000158089	GALNT14"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000144278	GALNT13"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000178234	GALNT11"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000257594	GALNT4"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000109586	GALNT7"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000139629	GALNT6"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000164574	GALNT10"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000185274	GALNT17"									
"WBGene00001630	Y39E4B.12a.1	ENSG00000131386	GALNT15"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000174473	GALNTL6"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000115339	GALNT3"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000110328	GALNT18"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000136542	GALNT5"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000119514	GALNT12"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000182870	GALNT9"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000106648	GALNTL5"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000100626	GALNT16"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000130035	GALNT8"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000158089	GALNT14"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000144278	GALNT13"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000178234	GALNT11"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000257594	GALNT4"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000109586	GALNT7"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000139629	GALNT6"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000164574	GALNT10"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000185274	GALNT17"									
"WBGene00001630	Y39E4B.12a.2	ENSG00000131386	GALNT15"									
"WBGene00001633	Y66A7A.6.1		"									
"WBGene00001636	Y75B8A.9a.1	ENSG00000106648	GALNTL5"									
"WBGene00001638	B0416.6.1	ENSG00000085998	POMGNT1"									
"WBGene00001646	B0024.12.1	ENSG00000100522	GNPNAT1"									
"WBGene00001648	C26C6.2.1	ENSG00000087258	GNAO1"									
"WBGene00001651	T01H8.5a.1	ENSG00000134160	TRPM1"									
"WBGene00001651	T01H8.5a.1	ENSG00000119121	TRPM6"									
"WBGene00001651	T01H8.5a.1	ENSG00000144481	TRPM8"									
"WBGene00001651	T01H8.5a.1	ENSG00000092439	TRPM7"									
"WBGene00001651	T01H8.5a.1	ENSG00000130529	TRPM4"									
"WBGene00001651	T01H8.5a.1	ENSG00000083067	TRPM3"									
"WBGene00001651	T01H8.5a.1	ENSG00000070985	TRPM5"									
"WBGene00001660	C34E10.3.1	ENSG00000038532	CLEC16A"									
"WBGene00001661	C34E10.2.1	ENSG00000198522	GPN1"									
"WBGene00001662	C34E10.1.1	ENSG00000100347	SAMM50"									
"WBGene00001663	T19C4.6a.1		"									
"WBGene00001665	E02C12.5a.1	ENSG00000120063	GNA13"									
"WBGene00001665	E02C12.5a.1	ENSG00000156052	GNAQ"									
"WBGene00001665	E02C12.5a.1	ENSG00000088256	GNA11"									
"WBGene00001665	E02C12.5a.1	ENSG00000065135	GNAI3"									
"WBGene00001665	E02C12.5a.1	ENSG00000127955	GNAI1"									
"WBGene00001665	E02C12.5a.1	ENSG00000128266	GNAZ"									
"WBGene00001665	E02C12.5a.1	ENSG00000114353	GNAI2"									
"WBGene00001665	E02C12.5a.1	ENSG00000087460	GNAS"									
"WBGene00001665	E02C12.5a.1	ENSG00000141404	GNAL"									
"WBGene00001665	E02C12.5a.1	ENSG00000114349	GNAT1"									
"WBGene00001665	E02C12.5a.1	ENSG00000134183	GNAT2"									
"WBGene00001665	E02C12.5a.1	ENSG00000060558	GNA15"									
"WBGene00001665	E02C12.5a.1	ENSG00000214415	GNAT3"									
"WBGene00001665	E02C12.5a.1	ENSG00000156049	GNA14"									
"WBGene00001665	E02C12.5a.1	ENSG00000146535	GNA12"									
"WBGene00001668	F48C11.1.1	ENSG00000120063	GNA13"									
"WBGene00001668	F48C11.1.1	ENSG00000156052	GNAQ"									
"WBGene00001668	F48C11.1.1	ENSG00000088256	GNA11"									
"WBGene00001668	F48C11.1.1	ENSG00000065135	GNAI3"									
"WBGene00001668	F48C11.1.1	ENSG00000127955	GNAI1"									
"WBGene00001668	F48C11.1.1	ENSG00000128266	GNAZ"									
"WBGene00001668	F48C11.1.1	ENSG00000114353	GNAI2"									
"WBGene00001668	F48C11.1.1	ENSG00000087460	GNAS"									
"WBGene00001668	F48C11.1.1	ENSG00000141404	GNAL"									
"WBGene00001668	F48C11.1.1	ENSG00000114349	GNAT1"									
"WBGene00001668	F48C11.1.1	ENSG00000134183	GNAT2"									
"WBGene00001668	F48C11.1.1	ENSG00000060558	GNA15"									
"WBGene00001668	F48C11.1.1	ENSG00000214415	GNAT3"									
"WBGene00001668	F48C11.1.1	ENSG00000156049	GNA14"									
"WBGene00001668	F48C11.1.1	ENSG00000146535	GNA12"									
"WBGene00001669	R10H10.5.1		"									
"WBGene00001672	C55H1.2.1		"									
"WBGene00001674	F18G5.3.1	ENSG00000120063	GNA13"									
"WBGene00001674	F18G5.3.1	ENSG00000156052	GNAQ"									
"WBGene00001674	F18G5.3.1	ENSG00000087460	GNAS"									
"WBGene00001674	F18G5.3.1	ENSG00000134183	GNAT2"									
"WBGene00001674	F18G5.3.1	ENSG00000060558	GNA15"									
"WBGene00001674	F18G5.3.1	ENSG00000214415	GNAT3"									
"WBGene00001674	F18G5.3.1	ENSG00000156049	GNA14"									
"WBGene00001674	F18G5.3.1	ENSG00000146535	GNA12"									
"WBGene00001674	F18G5.3.2	ENSG00000120063	GNA13"									
"WBGene00001674	F18G5.3.2	ENSG00000156052	GNAQ"									
"WBGene00001674	F18G5.3.2	ENSG00000087460	GNAS"									
"WBGene00001674	F18G5.3.2	ENSG00000134183	GNAT2"									
"WBGene00001674	F18G5.3.2	ENSG00000060558	GNA15"									
"WBGene00001674	F18G5.3.2	ENSG00000214415	GNAT3"									
"WBGene00001674	F18G5.3.2	ENSG00000156049	GNA14"									
"WBGene00001674	F18G5.3.2	ENSG00000146535	GNA12"									
"WBGene00001675	F18E2.5a.1	ENSG00000120063	GNA13"									
"WBGene00001675	F18E2.5a.1	ENSG00000156052	GNAQ"									
"WBGene00001675	F18E2.5a.1	ENSG00000088256	GNA11"									
"WBGene00001675	F18E2.5a.1	ENSG00000065135	GNAI3"									
"WBGene00001675	F18E2.5a.1	ENSG00000127955	GNAI1"									
"WBGene00001675	F18E2.5a.1	ENSG00000128266	GNAZ"									
"WBGene00001675	F18E2.5a.1	ENSG00000114353	GNAI2"									
"WBGene00001675	F18E2.5a.1	ENSG00000087460	GNAS"									
"WBGene00001675	F18E2.5a.1	ENSG00000141404	GNAL"									
"WBGene00001675	F18E2.5a.1	ENSG00000114349	GNAT1"									
"WBGene00001675	F18E2.5a.1	ENSG00000134183	GNAT2"									
"WBGene00001675	F18E2.5a.1	ENSG00000060558	GNA15"									
"WBGene00001675	F18E2.5a.1	ENSG00000214415	GNAT3"									
"WBGene00001675	F18E2.5a.1	ENSG00000156049	GNA14"									
"WBGene00001675	F18E2.5a.1	ENSG00000146535	GNA12"									
"WBGene00001676	B0207.3.1	ENSG00000120063	GNA13"									
"WBGene00001676	B0207.3.1	ENSG00000156052	GNAQ"									
"WBGene00001676	B0207.3.1	ENSG00000088256	GNA11"									
"WBGene00001676	B0207.3.1	ENSG00000065135	GNAI3"									
"WBGene00001676	B0207.3.1	ENSG00000127955	GNAI1"									
"WBGene00001676	B0207.3.1	ENSG00000128266	GNAZ"									
"WBGene00001676	B0207.3.1	ENSG00000114353	GNAI2"									
"WBGene00001676	B0207.3.1	ENSG00000087460	GNAS"									
"WBGene00001676	B0207.3.1	ENSG00000141404	GNAL"									
"WBGene00001676	B0207.3.1	ENSG00000114349	GNAT1"									
"WBGene00001676	B0207.3.1	ENSG00000134183	GNAT2"									
"WBGene00001676	B0207.3.1	ENSG00000060558	GNA15"									
"WBGene00001676	B0207.3.1	ENSG00000214415	GNAT3"									
"WBGene00001676	B0207.3.1	ENSG00000156049	GNA14"									
"WBGene00001676	B0207.3.1	ENSG00000146535	GNA12"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000120063	GNA13"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000156052	GNAQ"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000087460	GNAS"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000134183	GNAT2"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000060558	GNA15"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000214415	GNAT3"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000156049	GNA14"									
"WBGene00001678	Y95B8A.5a.1	ENSG00000146535	GNA12"									
"WBGene00001679	F13D12.7a.1	ENSG00000114450	GNB4"									
"WBGene00001679	F13D12.7a.1	ENSG00000078369	GNB1"									
"WBGene00001679	F13D12.7a.1	ENSG00000172354	GNB2"									
"WBGene00001679	F13D12.7a.1	ENSG00000111664	GNB3"									
"WBGene00001680	F52A8.2a.1	ENSG00000069966	GNB5"									
"WBGene00001681	K02A4.2.1		"									
"WBGene00001681	K02A4.2.2		"									
"WBGene00001681	K02A4.2.3		"									
"WBGene00001683	T09F3.3.1	ENSG00000111640	GAPDH"									
"WBGene00001684	K10B3.8.1	ENSG00000111640	GAPDH"									
"WBGene00001685	K10B3.7.1	ENSG00000111640	GAPDH"									
"WBGene00001686	F33H1.2.1	ENSG00000111640	GAPDH"									
"WBGene00001688	F22B7.13.1		"									
"WBGene00001689	C38C10.4.1		"									
"WBGene00001708	F19C6.1.1	ENSG00000185974	GRK1"									
"WBGene00001708	F19C6.1.1	ENSG00000198055	GRK6"									
"WBGene00001708	F19C6.1.1	ENSG00000173020	GRK2"									
"WBGene00001708	F19C6.1.1	ENSG00000198873	GRK5"									
"WBGene00001708	F19C6.1.1	ENSG00000125388	GRK4"									
"WBGene00001709	W02B3.2.1	ENSG00000173020	GRK2"									
"WBGene00001709	W02B3.2.1	ENSG00000198873	GRK5"									
"WBGene00001743	K06H7.4.1	ENSG00000100055	CYTH4"									
"WBGene00001744	T10F2.1a.1	ENSG00000106105	GARS1"									
"WBGene00001746	Y18D10A.5.1	ENSG00000105723	GSK3A"									
"WBGene00001746	Y18D10A.5.1	ENSG00000082701	GSK3B"									
"WBGene00001747	F29F11.6.1	ENSG00000213639	PPP1CB"									
"WBGene00001748	F56C9.1.1	ENSG00000138814	PPP3CA"									
"WBGene00001748	F56C9.1.1	ENSG00000086717	PPEF1"									
"WBGene00001748	F56C9.1.1	ENSG00000156194	PPEF2"									
"WBGene00001749	R107.7.1	ENSG00000243955	GSTA1"									
"WBGene00001749	R107.7.1	ENSG00000244067	GSTA2"									
"WBGene00001749	R107.7.1	ENSG00000174156	GSTA3"									
"WBGene00001749	R107.7.1	ENSG00000182793	GSTA5"									
"WBGene00001749	R107.7.1	ENSG00000134184	GSTM1"									
"WBGene00001749	R107.7.1	ENSG00000134201	GSTM5"									
"WBGene00001749	R107.7.1	ENSG00000213366	GSTM2"									
"WBGene00001749	R107.7.1	ENSG00000170899	GSTA4"									
"WBGene00001752	K08F4.7.1	ENSG00000243955	GSTA1"									
"WBGene00001752	K08F4.7.1	ENSG00000244067	GSTA2"									
"WBGene00001752	K08F4.7.1	ENSG00000174156	GSTA3"									
"WBGene00001752	K08F4.7.1	ENSG00000182793	GSTA5"									
"WBGene00001752	K08F4.7.1	ENSG00000134184	GSTM1"									
"WBGene00001752	K08F4.7.1	ENSG00000084207	GSTP1"									
"WBGene00001752	K08F4.7.1	ENSG00000168765	GSTM4"									
"WBGene00001752	K08F4.7.1	ENSG00000134202	GSTM3"									
"WBGene00001752	K08F4.7.1	ENSG00000134201	GSTM5"									
"WBGene00001752	K08F4.7.1	ENSG00000213366	GSTM2"									
"WBGene00001752	K08F4.7.1	ENSG00000170899	GSTA4"									
"WBGene00001753	R03D7.6a.1	ENSG00000243955	GSTA1"									
"WBGene00001753	R03D7.6a.1	ENSG00000244067	GSTA2"									
"WBGene00001753	R03D7.6a.1	ENSG00000174156	GSTA3"									
"WBGene00001753	R03D7.6a.1	ENSG00000182793	GSTA5"									
"WBGene00001753	R03D7.6a.1	ENSG00000134184	GSTM1"									
"WBGene00001753	R03D7.6a.1	ENSG00000084207	GSTP1"									
"WBGene00001753	R03D7.6a.1	ENSG00000168765	GSTM4"									
"WBGene00001753	R03D7.6a.1	ENSG00000134202	GSTM3"									
"WBGene00001753	R03D7.6a.1	ENSG00000134201	GSTM5"									
"WBGene00001753	R03D7.6a.1	ENSG00000213366	GSTM2"									
"WBGene00001753	R03D7.6a.1	ENSG00000170899	GSTA4"									
"WBGene00001754	F11G11.3.1	ENSG00000243955	GSTA1"									
"WBGene00001754	F11G11.3.1	ENSG00000244067	GSTA2"									
"WBGene00001754	F11G11.3.1	ENSG00000174156	GSTA3"									
"WBGene00001754	F11G11.3.1	ENSG00000182793	GSTA5"									
"WBGene00001754	F11G11.3.1	ENSG00000134184	GSTM1"									
"WBGene00001754	F11G11.3.1	ENSG00000084207	GSTP1"									
"WBGene00001754	F11G11.3.1	ENSG00000168765	GSTM4"									
"WBGene00001754	F11G11.3.1	ENSG00000134202	GSTM3"									
"WBGene00001754	F11G11.3.1	ENSG00000134201	GSTM5"									
"WBGene00001754	F11G11.3.1	ENSG00000213366	GSTM2"									
"WBGene00001754	F11G11.3.1	ENSG00000170899	GSTA4"									
"WBGene00001755	F11G11.2.1	ENSG00000243955	GSTA1"									
"WBGene00001755	F11G11.2.1	ENSG00000244067	GSTA2"									
"WBGene00001755	F11G11.2.1	ENSG00000174156	GSTA3"									
"WBGene00001755	F11G11.2.1	ENSG00000182793	GSTA5"									
"WBGene00001755	F11G11.2.1	ENSG00000134184	GSTM1"									
"WBGene00001755	F11G11.2.1	ENSG00000084207	GSTP1"									
"WBGene00001755	F11G11.2.1	ENSG00000168765	GSTM4"									
"WBGene00001755	F11G11.2.1	ENSG00000134202	GSTM3"									
"WBGene00001755	F11G11.2.1	ENSG00000134201	GSTM5"									
"WBGene00001755	F11G11.2.1	ENSG00000213366	GSTM2"									
"WBGene00001755	F11G11.2.1	ENSG00000170899	GSTA4"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000243955	GSTA1"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000244067	GSTA2"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000174156	GSTA3"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000182793	GSTA5"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000134184	GSTM1"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000084207	GSTP1"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000168765	GSTM4"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000134202	GSTM3"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000134201	GSTM5"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000213366	GSTM2"									
"WBGene00001758	Y45G12C.2a.1	ENSG00000170899	GSTA4"									
"WBGene00001784	R07B1.4.1		"									
"WBGene00001790	D1053.1.1	ENSG00000100577	GSTZ1"									
"WBGene00001793	Y46G5A.31.1	ENSG00000111713	GYS2"									
"WBGene00001793	Y46G5A.31.1	ENSG00000104812	GYS1"									
"WBGene00001794	K04D7.3a.1	ENSG00000183044	ABAT"									
"WBGene00001823	ZC395.7.1	ENSG00000125877	ITPA"									
"WBGene00001824	F13D11.2a.1	ENSG00000204532	ZSCAN5C"									
"WBGene00001824	F13D11.2a.1	ENSG00000131848	ZSCAN5A"									
"WBGene00001824	F13D11.2a.1	ENSG00000177853	ZNF518A"									
"WBGene00001824	F13D11.2a.1	ENSG00000140265	ZSCAN29"									
"WBGene00001824	F13D11.2a.1	ENSG00000083838	ZNF446"									
"WBGene00001824	F13D11.2a.1	ENSG00000197213	ZSCAN5B"									
"WBGene00001824	F13D11.2a.1	ENSG00000140987	ZSCAN32"									
"WBGene00001824	F13D11.2a.1	ENSG00000154957	ZNF18"									
"WBGene00001824	F13D11.2a.1	ENSG00000162714	ZNF496"									
"WBGene00001824	F13D11.2a.1	ENSG00000181690	PLAG1"									
"WBGene00001824	F13D11.2a.1	ENSG00000172262	ZNF131"									
"WBGene00001824	F13D11.2a.1	ENSG00000166261	ZNF202"									
"WBGene00001824	F13D11.2a.1	ENSG00000103343	ZNF174"									
"WBGene00001824	F13D11.2a.1	ENSG00000124444	ZNF576"									
"WBGene00001824	F13D11.2a.1	ENSG00000105261	OVOL3"									
"WBGene00001824	F13D11.2a.1	ENSG00000167685	ZNF444"									
